timestamp,open,high,low,close,volume,sma20,std20,upper_band,lower_band,rsi14,high_3h,low_3h,atr20,atr20_median_all,atr20_roll_med180
2026-01-22 01:00:00,87595.4,88153.8,87258.7,87931.8,568.44061788,89045.75499999999,649.7519101131921,90345.25882022637,87746.25117977361,38.832116788321265,90592.0,87583.9,780.1857142857147,234.64285714285714,461.5714285714291
2026-01-22 02:00:00,87931.8,88658.0,87583.0,88482.1,211.53094468,89045.1,650.3424571440511,90345.7849142881,87744.41508571191,43.404912203324436,90592.0,87258.7,836.3285714285719,234.67857142857144,461.5714285714291
2026-01-22 03:00:00,88482.1,90454.2,88286.8,90358.0,684.17964881,89142.07,695.0615823424579,90532.19316468493,87751.94683531509,52.360953198598516,90354.7,87258.7,942.4928571428578,234.71428571428572,461.5714285714291
2026-01-22 04:00:00,90358.1,90374.7,89457.2,90207.4,336.91462059,89206.64,731.9597388884735,90670.55947777694,87742.72052222306,53.32230623818521,90454.2,87258.7,974.5642857142864,234.71428571428572,461.5714285714291
2026-01-22 05:00:00,90207.4,90333.3,89963.9,90242.3,127.663653,89268.06999999999,765.692978931685,90799.45595786336,87736.68404213662,56.38117197862815,90454.2,87583.0,953.3000000000009,234.71428571428572,461.5714285714291
2026-01-22 06:00:00,90242.4,90381.8,89767.0,89767.1,128.88751003,89304.425,771.5333440016318,90847.49168800327,87761.35831199674,53.33075362624737,90454.2,88286.8,969.8142857142864,234.71428571428572,461.5714285714291
2026-01-22 07:00:00,89767.1,90215.2,89360.0,89456.1,226.24390116,89305.67,771.7687382588837,90849.20747651777,87762.13252348223,52.01395242451973,90381.8,89457.2,1001.6214285714294,234.71428571428572,461.5714285714291
2026-01-22 08:00:00,89456.1,90037.8,89456.1,89905.7,127.4048515,89329.0,782.9854935713619,90894.97098714272,87763.02901285728,53.6344147807638,90381.8,89360.0,1020.2142857142868,234.71428571428572,461.5714285714291
2026-01-22 09:00:00,89905.8,90187.7,89820.7,90110.9,181.99867318,89336.99500000001,790.4517225918693,90917.89844518375,87756.09155481627,57.49338000477318,90381.8,89360.0,997.8214285714296,234.71428571428572,463.07500000000175
2026-01-22 10:00:00,90109.9,90355.0,89848.4,89941.4,236.42847221,89351.815,799.2598637167117,90950.33472743342,87753.29527256658,56.77459177374999,90215.2,89360.0,985.5142857142876,234.71428571428572,463.07500000000175
2026-01-22 11:00:00,89941.4,90150.0,89699.6,89890.5,112.41973153,89385.7,807.3805194226586,91000.46103884531,87770.93896115468,56.840295723691625,90355.0,89456.1,984.7357142857155,234.71428571428572,463.07500000000175
2026-01-22 12:00:00,89890.5,89974.3,89834.6,89886.1,30.47211798,89420.05500000001,813.6125002022254,91047.28000040445,87792.82999959556,50.58020740969198,90355.0,89699.6,895.8500000000006,234.71428571428572,463.07500000000175
